row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
phi4_normative_15_20260629_215033,phi4_normative,phi4,llm,normative,Static protection system,3,Important,15,zeroshot
phi4_subject-matter_15_20260629_215033,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,15,zeroshot
llama_generalist_15_20260629_215033,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,15,zeroshot
llama_normative_15_20260629_215033,llama_normative,llama,llm,normative,Static protection system,3,Important,15,zeroshot
llama_subject-matter_15_20260629_215033,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,15,zeroshot
mistral_generalist_15_20260629_215033,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,15,zeroshot
mistral_normative_15_20260629_215033,mistral_normative,mistral,llm,normative,Static protection system,3,Important,15,zeroshot
mistral_subject-matter_15_20260629_215033,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,15,zeroshot
gemma3_generalist_15_20260629_215033,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,15,zeroshot
gemma3_normative_15_20260629_215033,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,15,zeroshot
gemma3_subject-matter_15_20260629_215033,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,15,zeroshot
phi4_generalist_16_20260629_215146,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,16,zeroshot
phi4_normative_16_20260629_215146,phi4_normative,phi4,llm,normative,Static protection system,3,Important,16,zeroshot
phi4_subject-matter_16_20260629_215146,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,16,zeroshot
llama_generalist_16_20260629_215146,llama_generalist,llama,llm,generalist,Static protection system,3,Important,16,zeroshot
llama_normative_16_20260629_215146,llama_normative,llama,llm,normative,Static protection system,3,Important,16,zeroshot
llama_subject-matter_16_20260629_215146,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,16,zeroshot
mistral_generalist_16_20260629_215146,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,16,zeroshot
mistral_normative_16_20260629_215146,mistral_normative,mistral,llm,normative,Static protection system,3,Important,16,zeroshot
mistral_subject-matter_16_20260629_215146,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,16,zeroshot
gemma3_generalist_16_20260629_215146,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,16,zeroshot
gemma3_normative_16_20260629_215146,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,16,zeroshot
gemma3_subject-matter_16_20260629_215146,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,16,zeroshot
phi4_generalist_17_20260629_215324,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,17,zeroshot
phi4_normative_17_20260629_215324,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,17,zeroshot
phi4_subject-matter_17_20260629_215324,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,17,zeroshot
llama_generalist_17_20260629_215324,llama_generalist,llama,llm,generalist,Static protection system,3,Important,17,zeroshot
llama_normative_17_20260629_215324,llama_normative,llama,llm,normative,Static protection system,3,Important,17,zeroshot
llama_subject-matter_17_20260629_215324,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,17,zeroshot
mistral_generalist_17_20260629_215324,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,17,zeroshot
mistral_normative_17_20260629_215324,mistral_normative,mistral,llm,normative,Static protection system,3,Important,17,zeroshot
mistral_subject-matter_17_20260629_215324,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,17,zeroshot
gemma3_generalist_17_20260629_215324,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,17,zeroshot
gemma3_normative_17_20260629_215324,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,17,zeroshot
gemma3_subject-matter_17_20260629_215324,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,17,zeroshot
phi4_generalist_18_20260629_215453,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,18,zeroshot
phi4_normative_18_20260629_215453,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,18,zeroshot
phi4_subject-matter_18_20260629_215453,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,18,zeroshot
llama_generalist_18_20260629_215453,llama_generalist,llama,llm,generalist,Static protection system,3,Important,18,zeroshot
llama_normative_18_20260629_215453,llama_normative,llama,llm,normative,Static protection system,3,Important,18,zeroshot
llama_subject-matter_18_20260629_215453,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,18,zeroshot
mistral_generalist_18_20260629_215453,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,18,zeroshot
mistral_normative_18_20260629_215453,mistral_normative,mistral,llm,normative,Static protection system,3,Important,18,zeroshot
mistral_subject-matter_18_20260629_215453,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,18,zeroshot
gemma3_generalist_18_20260629_215453,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,18,zeroshot
gemma3_normative_18_20260629_215453,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,18,zeroshot
gemma3_subject-matter_18_20260629_215453,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,18,zeroshot
phi4_generalist_19_20260629_215606,phi4_generalist,phi4,llm,generalist,Static protection system,3,Important,19,zeroshot
phi4_normative_19_20260629_215606,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,19,zeroshot
phi4_subject-matter_19_20260629_215606,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,19,zeroshot
llama_generalist_19_20260629_215606,llama_generalist,llama,llm,generalist,Static protection system,3,Important,19,zeroshot
llama_normative_19_20260629_215606,llama_normative,llama,llm,normative,Static protection system,3,Important,19,zeroshot
llama_subject-matter_19_20260629_215606,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,19,zeroshot
mistral_generalist_19_20260629_215606,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,19,zeroshot
mistral_normative_19_20260629_215606,mistral_normative,mistral,llm,normative,Static protection system,3,Important,19,zeroshot
mistral_subject-matter_19_20260629_215606,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,19,zeroshot
gemma3_generalist_19_20260629_215606,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,19,zeroshot
gemma3_normative_19_20260629_215606,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,19,zeroshot
gemma3_subject-matter_19_20260629_215606,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,19,zeroshot
phi4_generalist_20_20260629_215717,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,20,zeroshot
phi4_normative_20_20260629_215717,phi4_normative,phi4,llm,normative,Static protection system,3,Important,20,zeroshot
phi4_subject-matter_20_20260629_215717,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,20,zeroshot
llama_generalist_20_20260629_215717,llama_generalist,llama,llm,generalist,Static protection system,3,Important,20,zeroshot
llama_normative_20_20260629_215717,llama_normative,llama,llm,normative,Static protection system,3,Important,20,zeroshot
llama_subject-matter_20_20260629_215717,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,20,zeroshot
mistral_generalist_20_20260629_215717,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,20,zeroshot
mistral_normative_20_20260629_215717,mistral_normative,mistral,llm,normative,Static protection system,3,Important,20,zeroshot
mistral_subject-matter_20_20260629_215717,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,20,zeroshot
gemma3_generalist_20_20260629_215717,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,20,zeroshot
gemma3_normative_20_20260629_215717,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,20,zeroshot
gemma3_subject-matter_20_20260629_215717,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,20,zeroshot
phi4_generalist_21_20260629_215842,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,21,zeroshot
phi4_normative_21_20260629_215842,phi4_normative,phi4,llm,normative,Static protection system,4,Very important,21,zeroshot
phi4_subject-matter_21_20260629_215842,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,21,zeroshot
llama_generalist_21_20260629_215842,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,21,zeroshot
llama_normative_21_20260629_215842,llama_normative,llama,llm,normative,Static protection system,2,Somewhat important,21,zeroshot
llama_subject-matter_21_20260629_215842,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,21,zeroshot
mistral_generalist_21_20260629_215842,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,21,zeroshot
mistral_normative_21_20260629_215842,mistral_normative,mistral,llm,normative,Static protection system,3,Important,21,zeroshot
mistral_subject-matter_21_20260629_215842,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,21,zeroshot
gemma3_generalist_21_20260629_215842,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,21,zeroshot
gemma3_normative_21_20260629_215842,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,21,zeroshot
gemma3_subject-matter_21_20260629_215842,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,21,zeroshot
phi4_generalist_22_20260629_215956,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,22,zeroshot
phi4_normative_22_20260629_215956,phi4_normative,phi4,llm,normative,Static protection system,3,Important,22,zeroshot
phi4_subject-matter_22_20260629_215956,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,22,zeroshot
llama_generalist_22_20260629_215956,llama_generalist,llama,llm,generalist,Static protection system,2,Somewhat important,22,zeroshot
llama_normative_22_20260629_215956,llama_normative,llama,llm,normative,Static protection system,3,Important,22,zeroshot
llama_subject-matter_22_20260629_215956,llama_subject-matter,llama,llm,subject-matter,Static protection system,4,Very important,22,zeroshot
mistral_generalist_22_20260629_215956,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,22,zeroshot
mistral_normative_22_20260629_215956,mistral_normative,mistral,llm,normative,Static protection system,3,Important,22,zeroshot
mistral_subject-matter_22_20260629_215956,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,22,zeroshot
gemma3_generalist_22_20260629_215956,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,22,zeroshot
gemma3_normative_22_20260629_215956,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,22,zeroshot
gemma3_subject-matter_22_20260629_215956,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,22,zeroshot
phi4_generalist_23_20260629_220109,phi4_generalist,phi4,llm,generalist,Static protection system,4,Very important,23,zeroshot
phi4_normative_23_20260629_220109,phi4_normative,phi4,llm,normative,Static protection system,3,Important,23,zeroshot
phi4_subject-matter_23_20260629_220109,phi4_subject-matter,phi4,llm,subject-matter,Static protection system,4,Very important,23,zeroshot
llama_generalist_23_20260629_220109,llama_generalist,llama,llm,generalist,Static protection system,3,Important,23,zeroshot
llama_normative_23_20260629_220109,llama_normative,llama,llm,normative,Static protection system,3,Important,23,zeroshot
llama_subject-matter_23_20260629_220109,llama_subject-matter,llama,llm,subject-matter,Static protection system,3,Important,23,zeroshot
mistral_generalist_23_20260629_220109,mistral_generalist,mistral,llm,generalist,Static protection system,3,Important,23,zeroshot
mistral_normative_23_20260629_220109,mistral_normative,mistral,llm,normative,Static protection system,3,Important,23,zeroshot
mistral_subject-matter_23_20260629_220109,mistral_subject-matter,mistral,llm,subject-matter,Static protection system,3,Important,23,zeroshot
gemma3_generalist_23_20260629_220109,gemma3_generalist,gemma3,llm,generalist,Static protection system,2,Somewhat important,23,zeroshot
gemma3_normative_23_20260629_220109,gemma3_normative,gemma3,llm,normative,Static protection system,3,Important,23,zeroshot
gemma3_subject-matter_23_20260629_220109,gemma3_subject-matter,gemma3,llm,subject-matter,Static protection system,3,Important,23,zeroshot
